,TITLE,DESCRIPTION,BULLET_POINTS,BRAND,BROWSE_NODE_ID
192,Vixen 37306 T Ring Adapter for Canon EOS Digital SLR,"37306 Features: -High quality T-Ring vital to ensure the film plane is square to the optical axis. -Minimizes any flexure. -Crafted to Vixen's high standards. -Used for astrophotography in conjunction with other prime focus or eyepiece projection adapters. -Designed for eyepiece projection or prime focus photography. -For Canon EOS series cameras. Accessory Type: -Mount ring. Color: -Black. User Level: -Kids/Beginner/Enthusiast/Professional. Usage: -Astrophotography. Telescope Type: -Catadioptric. Dimensions: Overall Height - Top to Bottom: -4"". Overall Width - Side to Side: -3.5"". Overall Depth - Front to Back: -1"". Overall Product Weight: -0.06 lbs.","Largest and first Astronomy company of India. Products imported from USA. Pricing includes custom duty, custom charges, local shipping and delivery to your door step.",Vixen,192
193,DiMarzio DP103N PAF Single Conductor Humbucker 36th Anniversary Guitar Pickup Nickel Cover Regular Spacing,,,,193
194,"Edemco Force II Cage Pet Dryer with 2 Motors, 3 HP","The Edemco Force II Pet Dryer?s two motors generate large volumes of warm air for faster drying and pet grooming. The Edemco Force II Cage Dryer provides enough power to dry two dogs simultaneously. These pet dryers are so powerful that they can actually blow the water from a dog?s skin and coat and straighten hair without the use of a slicker brush. This Edemco pet dryer model includes two 6? hoses, nozzles, and cage attachments. Its cord is 8? long. An optional Cart Stand with casters for the pet dryer is also available (see item ED8951; sold separately).*","[Edemco force II cage pet dryer's two motors generate large volumes of warm air for faster drying and pet grooming,Blows the water from a dog's skin and coat and straighten hair without the use of a slicker brush,Includes two 6-feet hoses, nozzles, and cage attachments and an 8-feet long cord,Measures 18-1/2-inch length by 18-1/3-inch width by 18-1/3-inch height]",Edemco,194
195,"Leviton 5266-C 15 Amp, 125 Volt, Industrial Grade, Plug, Straight Blade, Grounding, Black-White","Size Name:1-Pack Product Description Electrical Specifications Grounding: Grounding Amperage: 15 Amp Voltage: 125 Volt Pole: 2 Wire: 3 Temperature Rise: Max 30°C after 250 cycles OL at 200 percent rated current Dielectric Voltage: Withstands 2000V per UL498 Current Interrupting: Certified for current interrupting at full rated current^^Environmental Specifications Flammability: Rated HB or better UL94 Operating Temperature: -40°C to 60°C^^Material Specifications Body Material: Impact Modified Nylon Back Cover: Thermoplastic Wire Module: Nylon Cord-Clamp: Nylon Clamp Insert: Nylon Blades/Contacts: Solid Brass Terminal Screws: Brass Assembly Screws: Steel, Zinc Plated Color: Black-White^^Mechanical Specifications Terminal ID: Brass-Hot, Green-Ground, Silver-Neutral Terminal Accom.: 18-10 AWG Product ID: Ratings and NEMA I.D. permanently marked on device Cord Range: .245 - .700^^Product Features NEMA: 5-15P^^Standards and Certifications NEMA: WD-6 ANSI: C-73 UL 498: File E13399 UL Fed Spec WC-596: File E13393 CSA C22.2 No. 42: File LR-406 NOM: 057 Warranty: Lifetime Warranty. From the Manufacturer Leviton's Black & White line of industrial grade plugs and connectors offer superior performance, long-lasting reliability and features that are backed by a lifetime warranty. Available in many NEMA and non-NEMA configurations, you'll be sure to find the right device for your needs.15 Amp, 125 Volt, Industrial Grade, Plug, Straight Blade, Grounding, Black-White","[Leviton 2-Pole Industrial Grade Male Plug, Straight Blade, Black And White, 3 Wire, 125 Volts, 15 Amps,Electrical Specifications Grounding: Grounding,This is manufactured in United States,Ergonomically Designed Fluted Body with Radial Gripping Ridge Creates an Ideal Surface for Gripping and Pulling,package include 1pc]",Leviton,195
196,"John Princess Folding Chair Small, in A Display Box, Pink",,"[Easy to Carry,Non-toxic,EN 71 Certified]",John,196
197,"Miz Mooz Women's Amelia Button Boot,Dark Brown,6 M US",,,Miz Mooz,197
198,"Masterpiece Artist Canvas Tight-n-Up Canvas Retensioner Spray, 4-Ounce",,"[Masterpiece Artist Canvas Tight-n-Up Canvas Retensioner Spray, 4-Ounce,Brand: Masterpiece Artist Canvas,Masterpiece Artist Canvas Tight-n-Up Canvas Retensioner Spray, 4-Ounce, Brand: Masterpiece Artist Canvas]",Masterpiece Artist Canvas,4
199,Casio DS-2TV 12-Digit Professional Calculator,,12 digit,Casio,199
200,De La Cruz Rose Water Spray by De La Cruz,"The aroma of rose water stimulates our sensations and relaxes the mind;It can be used all over the body or can be added to bath water for enhanced refreshment;It has been introduced as a skin toner, and many people also enjoy its use in varied applications of aromatherapy;Rosewater helps to balance the pH of the skin, helping to control both dry and oily skin and can soothe many types of dermatitis;Rosewater is a by-product created through the production of rose oil",Rose Water Body Splash - Agua de Rosas 8 Fl Oz,DE,200
201,Shubb L5 Lite Banjo Capo,"A lightweight, locking-action capo for banjos, mandolins, and bouzoukis that won't bend your strings or pull them off center. The Shubb Lite lightweight aluminum capo is for you if you're into reducing the weight of your banjo, mandolin or bouzouki. What makes the lightweight Shubb capo so special? For one thing it has an ingenious design: its patented locking action provides unrivaled power, speed, accuracy, and ease of use. One smooth flip of the lever locks the Shubb Lite capo securely in place and removes it just as quickly. Additionally, the Shubb capo doesn't create tuning problems. Its soft, resilient rubber is specially designed to work just like a fingertip, so the capo doesn't bend the strings over the frets. Its closing action is just like your hand, so the Lite capo doesn't pull the string off center. As a result, no retuning is necessary! Is a lightweight capo for you? Maybe, or maybe not. Some people associate a certain amount of heft with quality, and feel that weight is necessary to properly do the job. If that describes you, then a lightweight capo isn't your style. But for years, Shubb has been aware of another school of thought wherein guitarists have been removing mass from their Shubb capos in an attempt to reduce their weight. One thing is certain: if you often carry your capo around in your pocket, your trousers will prefer the Shubb Lite! The Shubb Lite capo for nylon-string guitars is made from aerospace-quality aluminum and is nickel plated. It weighs less than one ounce. Since 1980, Shubb capos have set the standard against which all others can be measured. Shubb capos are the first choice of more than a million musicians worldwide. Serious guitarists will settle for no less. Precisely machined and carefully hand assembled, the Shubb Lite capo is manufactured without compromise. Snapping it solidly onto a guitar neck and then removing it will instantly confirm the capo's reputation of excellence.","Brand: Shubb^Manufacturer Part: L5^Made of aluminum^Half the weight of an original Shubb Capo^For Banjo, mandolin or bouzouki",Shubb,201
202,"Bee Paper Quick Rough Sketch Pad, 8-Inch by 10-Inch (6075RS100-810)","BEE PAPER #6075 QUICK SKETCH BOOK - Rough surface with good erasing qualities, 50 lb. (82 gsm) sheet. Will not feather. For use with pen and ink, charcoal, pencil and crayon.","[Product Type: Sketchbooks & Notebooks,Quick rough sketch,This product is imported from USA - It is a 100% genuine product,Spiral bound pad]",Bee Paper Company,202
203,"Hitachi Travelstar 5K500.B 320GB SATA/300 5400RPM 8MB 2.5"" Hard Drive",,,,112
204,NALGENE Tritan 1-Pint Narrow Mouth BPA-Free Water Bottle Orange,,,Nalgene,204
205,Moxie Girlz Basic Dollpack- Lexa,,,,205
206,Braun Satin-Hair EC1 - Hair Curler with Active Ions & Iontec Technology,,"[IONTEC Technology: Superior ionic performance to tame frizz for healthy smoothness and shine,Ceramic care barrel: Prevents dry out of sensitive tips.,Moisture level balance: Active ions restore the moisture balance of your hair.,Precise temperature regulation: For healthy styling from 135°C to  185°C,Slim barrel: For curl precision,2 Years Warranty]",Braun,206
207,iQ Derma Cell Defense Antioxidant Serum 1 oz,"Evens and brightens the skin's tone Promotes skin clarity Shields against free radical damage Features an effective delivery system Elegant, luxurious texture",iQ Derma Cell Defense Antioxidant Serum 1 oz,iQ Derma,207
208,Revol Grands Classiques 2143SP-1 10.5 Ounce Ramekin,Revol 612511 Individual SoufflÃ Mould - Porcelain - 6.5 cm - White,"[Durable and decorative oven to tableware, designed for chefs,Safe from freezer to oven, microwave to dishwasher,Smooth enamel finish is easy to clean,Contains neither cadmium nor lead,Nonporous and resistant to chipping]",Revol,208
209,"Clairol Shimmer Lights Shampoo, Blue, 93ml",CLAIROL (Blue) Shimmer Lights Shampoo 31.5 oz.,CLAIROL (Blue) Shimmer Lights Shampoo 31.5 oz.,Clairol,209
210,Staedtler Mars 502 Rotary Action Lead Pointer,,"[Sharpener for 2mm leads,Rotary action with integrated dust wiper,Metal sharpener with auto sharpening stop,Measurement device for adjusting sharpening cone]",Staedtler,210
211,D'Addario J56W 4/4M Pro-Arte Medium Tension Violin String Set,,"[4/4 scale violin with a playing length of 13 inches (328mm),Medium tension set with an aluminum wound e string,Synthetic core produces a warm, mellow tone,Less sensitive to humidity and temperature changes, and break in quickly,All d'addario strings are designed, engineered and manufactured in the USA to the most stringent quality controls in the industry,Warranty not applicable in India for items sold by Amazon Export Sales LLC]",D'Addario,211
212,G.I. Joe The Rise of Cobra 3 3/4' Exclusive Action Figure Barbecue Firefighter,2009 - Hasbro - G.I. Joe - The Rise of Cobra - Barbecue Firefighter Action Figure - Includes Accessories - New - Mint in Package - Limited Edition - Collectible0,"[G.I.Joe: The Rise of Cobra movie 3 3/4"" action figure line from Hasbro,Barbecue comes with weapons,accessories and a clip & collect character ID card,For Ages 4 & Up]",G. I. Joe,55
213,Black Ops BMX Brush Off Grips 125mm B,72302 Color: Pastel Purple Features: Carrying Harness And Mat Care Instructions Included. Yoga / Pilates Mat With Strap. Made Of Phthalates Free Pvc Closed Cell Foam. Available With Harness. Product Type: Yoga Mats. Fitness Goal: Strengthen Core. Fitness Goal: Lose Weight. Fitness Goal: Tighten & Tone. Fitness Goal: Enhance Flexibility. Dimensions: Overall Height Top To Bottom: 0. 25 Inches. Overall Width Side To Side: 24 Inches. Overall Depth Front To Back: 72 Inches. Overall Product Weight: 4 Pounds. Imported From USA.,"[Product Model No: 72302-Aeromat,Product Weight: 2.27 Kgs,Product Brand Name: Aeromat]",Aeromat,4
214,"WIX Filters - 24851 Heavy Duty Spin-On Fuel Filter, Pack of 1","Wix 24851 Wix Spin-On Fuel Filter Principle Application: Fuel Dispensing Filter For Fuel Pumps (Specifically For Ethanol Blended Fuels Up To E85 (85%) - 10 Micron) If Base Required, Use 24746 Packaged Individually","[WIX 24851 WIX Spin-On Fuel Filter,Principle Application: Fuel Dispensing Filter for Fuel Pumps (specifically for ethanol blended fuels up to E85 (85%) - 10 Micron) If base required, use 24746,Packaged Individually]",Wix,214
215,Retro 1951 Donald Duck Ballpoint,"Retro 1951 is proud to present the first series in the Disney writing instrument collection, Mickey Mouse and friends. Disney has been a part of American lives for over 80 years, as well as being a worldwide icon. This fine writing instrument has been specially designed to maximize the art of Mickey Mouse, Minnie Mouse and Donald Duck! From the custom clip to the twist-top decorated in comic graphics, Retro 1951 made sure this pen represents the fun and whimsical spirit of Walt Disney and his loveable characters.","[Donald Duck, who has made tantrums all the rage, declares his resolve on the barrel of this colorful pen while wearing his famous ""fowl"" scowl,Barrel is mostly blue coated,Silver trim and custom clip,Twist-top cap decorated in comic graphics,Easy Flow 9000 refill available in black and blue ink]",Retro 51,215
216,Tempest Buxom Big & Healthy Full-Color Lip Polish,,,,216
217,AnySharp Smart Sizzors 'Cut Anything' Multi-Purpose Home and Garden Scissors,"Smart Sizzors' sharp, professional grade hardened steel blades are so effective, you can cut through anything from paper to tough materials like blister packs, credit cards, tough boxes - even chicken bones!;The curved blades are designed for safety and ease of use and prevent any cut edges touching your hands during use. The comfortable soft grip handles work equally well for left or right handed people, and an adjustable tension bolt allows you to tighten them up if they ever work loose, so they keep on working for years.;An array of useful everyday tools such as a built-in bottle opener, nutcracker, garlic tool and wire stripper make the Smart Sizzors surprisingly handy for a whole host of odd jobs.;The blades on Smart Sizzors are not like normal household scissor blades. Instead, they are manufactured from special steel that has been hardened using a series of heating processes. The hardening process not only keep the scissors sharper, but also makes them last much longer.;Over time, most scissors tend to stop working because the blades work loose, not because they go blunt. When the blades work loose, the shearing scissor action is not as effective. ;Smart Sizzors include a tensioning bolt, so they can simply be tightened again and continue working perfectly.;With blades that are so sharp and strong, the Smart Sizzors are able to cut through many items standard scissors simply won't be able to deal with. Whether it's annoying, tough blister packs, old credit cards, twigs, layers of cloth, or even chicken bone, Smart Sizzors makes light work of them all.;The curve on the blades improves the angle of your hand, and makes Smart Sizzors comfortable to use for extended periods.;To make them even more usable, the specially designed handle is fitted with a soft grip wherever your hand applies pressure. As the handles are larger than normal, they are great for all sizes of hands, whether you are left OR right handed.","[Smart scissors are very comfortable,Cuts blister packs, credit cards, tough boxeseven chicken bones,Professional grade hardened steel blades,Ergonomically]",AnySharp,217
